Title,score,budget,gross,Profitability,Marketing Amount,Pre-Production Amount,VFX Amount,Post Production Amount,Music Amount,Distribution Amount,released_epoch,genre_encoded,star_encoded,success
Making the Grade,5.7,0.063505062,0.00160202,0.050567437,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,453686400,4,1373,0
Full Moon in Paris,7.4,0.063505062,5.52e-06,0.048925398,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,462585600,4,2062,0
Unfaithfully Yours,6.0,0.033707865,0.006999114,0.059950405,0.02247191,0.041198502,0.007692308,0.033707865,0.033707865,0.033707865,445219200,4,695,0
Impulse,5.9,0.028089888,0.000974076,0.054475965,0.018726592,0.028089888,0.012820513,0.028089888,0.042134831,0.028089888,465177600,10,2616,0
Mrs. Soffel,6.1,0.030898876,0.001540194,0.054696997,0.014419476,0.04463171,0.007051282,0.030898876,0.030898876,0.030898876,476668800,6,651,0
Garbo Talks,6.4,0.063505062,0.000524641,0.049459324,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,466387200,4,148,0
Country,6.7,0.064366879,0.003385728,0.052291198,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,465264000,6,1224,0
Cheech & Chong's the Corsican Brothers,4.7,0.063505062,0.001325065,0.050282581,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,459734400,4,409,0
Purple Hearts,5.8,0.064366879,0.000728873,0.049558553,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,462758400,6,1481,0
Give My Regards to Broad Street,5.2,0.025280899,0.000489421,0.05433872,0.011797753,0.036516854,0.005769231,0.025280899,0.025280899,0.025280899,467337600,6,2087,0
Songwriter,6.3,0.064366879,0.000304124,0.049121687,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,466560000,6,2774,0
Finders Keepers,5.4,0.019662921,0.000515374,0.055087885,0.013108614,0.024032459,0.004487179,0.019662921,0.019662921,0.019662921,453686400,4,1874,0
The Bostonians,6.3,0.064366879,0.000354623,0.049173627,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,465782400,6,466,0
Body Rock,3.7,0.064366879,0.000593381,0.049419195,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,465177600,6,1650,0
The River Rat,6.3,0.128394351,0.000401421,0.040987837,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,465177600,1,2658,0
Just the Way You Are,5.9,0.063505062,0.002770991,0.051769755,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,469411200,4,1538,0
Until September,5.7,0.064366879,0.001488861,0.050340221,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,464572800,6,1422,0
Crackers,5.2,0.033707865,4.54e-05,0.052798328,0.033707865,0.033707865,0.030769231,0.033707865,0.033707865,0.033707865,445824000,1,679,0
Kaos,7.9,0.063505062,0.015570088,0.064933963,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,508723200,4,1724,0
Misunderstood,6.0,0.064366879,0.000535792,0.049359964,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,449452800,6,878,0
Mike's Murder,5.8,0.017696629,0.000372278,0.055193571,0.008258427,0.025561798,0.004038462,0.017696629,0.017696629,0.017696629,447638400,6,622,0
The Buddy System,5.7,0.064366879,0.000639231,0.049466354,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,443404800,6,2209,0
A Private Function,6.5,0.063505062,0.000887555,0.049832591,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,478483200,4,1877,0
Scandalous,4.5,0.063505062,0.000185023,0.049110018,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,443404800,4,2247,0
"Oh, God! You Devil",5.4,0.063505062,0.007564801,0.056700314,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,468806400,4,883,0
The Bay Boy,6.3,0.064366879,5.7e-05,0.048867539,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,477273600,6,1639,0
Heavenly Bodies,5.2,0.064366879,0.000646106,0.049473425,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,476064000,6,517,0
Heartbreakers,5.9,0.064366879,5.22e-05,0.048862621,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,465177600,6,2116,0
Champions,6.5,0.071102013,7.04e-05,0.048015177,0.03318094,0.086902461,0.016225844,0.071102013,0.071102013,0.071102013,451267200,3,1300,0
A Sunday in the Country,7.6,0.064366879,0.000846833,0.049679878,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,450489600,6,1666,0
Mass Appeal,6.6,0.064366879,0.000683347,0.049511728,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,471830400,6,1046,0
Windy City,5.8,0.064366879,0.00012078,0.048933113,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,504921600,6,1315,0
Lovelines,5.3,0.063505062,0.015570088,0.064933963,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,468201600,4,923,0
The Bear,6.1,0.000620787,0.000943771,0.057977318,0.0002897,0.000758739,0.000141667,0.000620787,0.000620787,0.000620787,465177600,3,869,1
Weekend Pass,3.8,0.063505062,0.00739593,0.056526626,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,444614400,4,2072,0
Over the Brooklyn Bridge,5.7,0.063505062,0.000294289,0.049222401,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,447033600,4,750,0
Fast Talking,6.9,0.064366879,0.013673197,0.062872132,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,514598400,6,2503,0
Lily in Love,5.7,0.063505062,0.015570088,0.064933963,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,482716800,4,465,0
Winter Flight,7.3,0.064366879,9.58e-07,0.048809873,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,508723200,6,2191,0
Almost You,5.1,0.002808989,3.34e-05,0.056759539,0.001872659,0.003433208,0.000641026,0.002808989,0.002808989,0.002808989,480902400,4,327,0
The Adventures of Pinocchio,5.1,0.212879767,0.084021532,0.116128515,0.113535876,0.165573152,0.291481527,0.28383969,0.266099709,0.212879767,455500800,2,560,0
Blame It on the Night,5.1,0.063505062,0.015570088,0.064933963,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,468201600,4,1991,0
Petit Con,6.2,0.063505062,4.48e-05,0.048965748,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,482716800,4,938,0
Weird Science,6.6,0.021067416,0.013674282,0.068441551,0.014044944,0.025749064,0.004807692,0.021067416,0.021067416,0.021067416,491788800,4,165,1
The Goonies,7.8,0.053370787,0.022471088,0.07333509,0.053370787,0.053370787,0.048717949,0.053370787,0.053370787,0.053370787,486950400,1,2384,0
Back to the Future,8.5,0.053370787,0.134131977,0.188181256,0.053370787,0.053370787,0.048717949,0.053370787,0.053370787,0.053370787,489196800,1,1864,1
To Live and Die in L.A.,7.3,0.016853933,0.006078512,0.061170954,0.016853933,0.016853933,0.015384615,0.016853933,0.016853933,0.016853933,499651200,0,2770,0
Clue,7.3,0.042134831,0.005143214,0.056957856,0.028089888,0.051498127,0.009615385,0.042134831,0.042134831,0.042134831,503280000,4,723,0
The Breakfast Club,7.8,0.002808989,0.018096493,0.075337942,0.001872659,0.003433208,0.000641026,0.002808989,0.002808989,0.002808989,477273600,4,757,1
Cocoon,6.7,0.049157303,0.029963381,0.081582964,0.032771536,0.060081149,0.011217949,0.049157303,0.049157303,0.049157303,488160000,4,672,1
Rambo: First Blood Part II,6.5,0.123595506,0.105505605,0.149707391,0.123595506,0.123595506,0.112820513,0.123595506,0.123595506,0.123595506,485568000,0,2539,1
Mask,7.2,0.02247191,0.016939231,0.071619019,0.010486891,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,480297600,3,410,1
Legend,6.4,0.068820225,0.005444598,0.053836101,0.068820225,0.068820225,0.062820513,0.068820225,0.068820225,0.068820225,514166400,1,2636,0
The Return of the Living Dead,7.3,0.011235955,0.005000579,0.060784743,0.007490637,0.013732834,0.002564103,0.011235955,0.011235955,0.011235955,492998400,4,486,0
St. Elmo's Fire,6.4,0.028089888,0.013277346,0.067130202,0.013108614,0.040574282,0.006410256,0.028089888,0.028089888,0.028089888,488764800,6,629,0
Brazil,7.9,0.042134831,0.003494588,0.055262201,0.019662921,0.060861423,0.009615385,0.042134831,0.042134831,0.042134831,503712000,6,1342,0
Pale Rider,7.3,0.019382022,0.014544077,0.069552899,0.009044944,0.027996255,0.004423077,0.019382022,0.019382022,0.019382022,488764800,6,484,1
Teen Wolf,6.1,0.063505062,0.011620566,0.060871775,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,493603200,4,1864,0
Real Genius,7.0,0.02247191,0.004548963,0.058875302,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,492220800,4,2699,0
Commando,6.7,0.028089888,0.020191791,0.074241892,0.028089888,0.028089888,0.025641026,0.028089888,0.028089888,0.028089888,497232000,0,180,1
Witness,7.4,0.033707865,0.024131033,0.077571035,0.017977528,0.041198502,0.015384615,0.033707865,0.050561798,0.033707865,476668800,5,960,1
The Color Purple,7.8,0.042134831,0.034583544,0.087238011,0.019662921,0.060861423,0.009615385,0.042134831,0.042134831,0.042134831,508118400,6,565,1
Silverado,7.2,0.073033708,0.011306564,0.059323433,0.073033708,0.073033708,0.066666667,0.073033708,0.073033708,0.073033708,489801600,0,1499,0
Rocky IV,6.9,0.084269663,0.105531343,0.15479116,0.039325843,0.121722846,0.019230769,0.084269663,0.084269663,0.084269663,501897600,6,2539,1
Better Off Dead...,7.1,0.063505062,0.003616688,0.052639576,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,497836800,4,1288,0
Ran,8.2,0.032303371,0.001462565,0.054436536,0.032303371,0.032303371,0.029487179,0.032303371,0.032303371,0.032303371,486432000,0,2565,0
Ladyhawke,7.0,0.056179775,0.006473624,0.05652004,0.056179775,0.056179775,0.051282051,0.056179775,0.056179775,0.056179775,482112000,1,1798,0
A Room with a View,7.3,0.008426966,0.007390107,0.06360367,0.003932584,0.012172285,0.001923077,0.008426966,0.008426966,0.008426966,513561600,6,1708,1
Red Sonja,5.1,0.050280899,0.002441452,0.05313144,0.050280899,0.050280899,0.045897436,0.050280899,0.050280899,0.050280899,489196800,0,180,0
Fright Night,7.1,0.025280899,0.008753102,0.062838134,0.020224719,0.019662921,0.030769231,0.042134831,0.031601124,0.025280899,491788800,8,440,0
Explorers,6.5,0.070224719,0.003467576,0.051622064,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,489974400,1,794,0
Flesh+Blood,6.7,0.018258427,0.038396831,0.094230579,0.018258427,0.018258427,0.016666667,0.018258427,0.018258427,0.018258427,494208000,1,2305,1
Mad Max Beyond Thunderdome,6.3,0.028089888,0.012724653,0.066561743,0.028089888,0.028089888,0.025641026,0.028089888,0.028089888,0.028089888,489801600,0,1827,0
After Hours,7.7,0.012640449,0.003726169,0.059293361,0.008426966,0.015449438,0.002884615,0.012640449,0.012640449,0.012640449,497836800,4,932,0
A View to a Kill,6.3,0.084269663,0.017676013,0.064429638,0.084269663,0.084269663,0.076923077,0.084269663,0.084269663,0.084269663,485740800,0,2269,0
Fletch,6.9,0.02247191,0.020937033,0.075730864,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,486345600,4,411,1
Perfect,4.5,0.053370787,0.004537317,0.054889733,0.024906367,0.077091136,0.012179487,0.053370787,0.053370787,0.053370787,486950400,6,1319,0
A Nightmare on Elm Street 2: Freddy's Revenge,5.5,0.008426966,0.01053622,0.066839531,0.005617978,0.008426966,0.003846154,0.008426966,0.012640449,0.008426966,499651200,10,2244,1
Summer Rental,6.3,0.063505062,0.008671432,0.057838514,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,492393600,4,1283,0
Lifeforce,6.2,0.070224719,0.004075357,0.052247183,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,488160000,0,2512,0
Pee-wee's Big Adventure,7.0,0.016853933,0.014379038,0.069708264,0.016853933,0.016853933,0.015384615,0.016853933,0.016853933,0.016853933,492393600,1,2092,1
Out of Africa,7.2,0.087078652,0.079906755,0.128074361,0.040636704,0.106429463,0.019871795,0.087078652,0.087078652,0.087078652,503884800,3,1841,1
Day of the Dead,7.1,0.009831461,0.001756083,0.057628311,0.006554307,0.009831461,0.004487179,0.009831461,0.014747191,0.009831461,490579200,10,1652,0
Just One of the Guys,6.5,0.063505062,0.004049141,0.053084365,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,483321600,4,1370,0
National Lampoon's European Vacation,6.2,0.047752809,0.017337672,0.068777707,0.047752809,0.047752809,0.043589744,0.047752809,0.047752809,0.047752809,491184000,1,411,0
Spies Like Us,6.4,0.061797753,0.021104244,0.070845548,0.061797753,0.061797753,0.056410256,0.061797753,0.061797753,0.061797753,502675200,1,411,0
House,6.2,0.008426966,0.006829276,0.063026842,0.005617978,0.010299625,0.001923077,0.008426966,0.008426966,0.008426966,509932800,4,2768,1
Police Academy 2: Their First Assignment,5.8,0.021348315,0.01952764,0.07442576,0.01423221,0.026092385,0.004871795,0.021348315,0.021348315,0.021348315,480902400,4,2507,1
The Black Cauldron,6.4,0.123595506,0.007476941,0.048882327,0.065917603,0.096129838,0.169230769,0.164794007,0.154494382,0.123595506,491011200,2,921,0
Friday the 13th: A New Beginning,4.8,0.006179775,0.007702326,0.064213784,0.00411985,0.006179775,0.002820513,0.006179775,0.009269663,0.006179775,480297600,10,1830,1
Runaway Train,7.2,0.025280899,0.002698615,0.056610934,0.025280899,0.025280899,0.023076923,0.025280899,0.025280899,0.025280899,506304000,0,1332,0
Re-Animator,7.2,0.00252809,0.000710656,0.057492274,0.001685393,0.003089888,0.000576923,0.00252809,0.00252809,0.00252809,498441600,4,1168,0
Brewster's Millions,6.5,0.056179775,0.016097355,0.066418301,0.037453184,0.06866417,0.012820513,0.056179775,0.056179775,0.056179775,485568000,4,2221,0
The Last Dragon,6.9,0.028089888,0.009045331,0.062777464,0.028089888,0.028089888,0.025641026,0.028089888,0.028089888,0.028089888,480297600,0,2548,0
The Legend of Billie Jean,6.6,0.163158987,0.001088595,0.037223888,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,490579200,0,983,0
Desperately Seeking Susan,6.0,0.012640449,0.009622836,0.065358238,0.008426966,0.015449438,0.002884615,0.012640449,0.012640449,0.012640449,482112000,4,2288,1
Girls Just Want to Have Fun,6.0,0.063505062,0.002221814,0.051204911,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,482112000,4,248,0
Vision Quest,6.6,0.064366879,0.004563418,0.053502483,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,477273600,6,1804,0
Jagged Edge,6.5,0.042134831,0.014221167,0.066294771,0.019662921,0.060861423,0.009615385,0.042134831,0.042134831,0.042134831,497232000,6,1162,0
Enemy Mine,6.9,0.112359551,0.004321162,0.047081467,0.112359551,0.112359551,0.102564103,0.112359551,0.112359551,0.112359551,503884800,0,639,0
Tuff Turf,6.1,0.163158987,0.003290663,0.039488773,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,474249600,0,1097,0
Volunteers,5.5,0.128394351,0.006980689,0.047754788,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,492998400,1,2641,0
The Jewel of the Nile,6.1,0.070224719,0.03398835,0.083013484,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,503107200,0,1857,0
Once Bitten,5.5,0.008988764,0.003512166,0.059542859,0.005992509,0.010986267,0.002051282,0.008988764,0.008988764,0.008988764,500860800,4,1574,0
Private Resort,5.3,0.063505062,0.000116539,0.049039581,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,483926400,4,2234,0
Police Story,7.6,0.163158987,3.97e-05,0.036145118,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,503366400,0,1052,0
Into the Night,6.5,0.02247191,0.002655957,0.056928295,0.02247191,0.02247191,0.020512821,0.02247191,0.02247191,0.02247191,477878400,0,1165,0
The Sure Thing,7.0,0.012640449,0.006369499,0.062012095,0.008426966,0.015449438,0.002884615,0.012640449,0.012640449,0.012640449,478483200,4,1288,1
White Nights,6.7,0.056179775,0.014807588,0.065091742,0.026217228,0.081148564,0.012820513,0.056179775,0.056179775,0.056179775,502675200,6,1914,0
Mischief,6.5,0.063505062,0.003052924,0.05205973,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,476668800,4,684,0
Silver Bullet,6.4,0.019662921,0.004341692,0.059023354,0.013108614,0.019662921,0.008974359,0.019662921,0.029494382,0.019662921,497836800,10,869,0
Kiss of the Spider Woman,7.4,0.064366879,0.005974072,0.054953378,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,491184000,6,2767,0
My Beautiful Laundrette,6.9,0.063505062,0.000862425,0.049806743,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,512956800,4,2321,0
Young Sherlock Holmes,6.8,0.050561798,0.006932866,0.057714854,0.050561798,0.050561798,0.046153846,0.050561798,0.050561798,0.050561798,502502400,1,1989,0
Smooth Talk,6.5,0.006741573,5.9e-06,0.056225556,0.003146067,0.009737828,0.001538462,0.006741573,0.006741573,0.006741573,500860800,6,2681,0
Porky's Revenge,4.8,0.025280899,0.007206579,0.061247495,0.016853933,0.030898876,0.005769231,0.025280899,0.025280899,0.025280899,480297600,4,535,0
Year of the Dragon,6.9,0.06741573,0.006570372,0.055174606,0.06741573,0.06741573,0.061538462,0.06741573,0.06741573,0.06741573,492998400,0,1903,0
Prizzi's Honor,6.7,0.063505062,0.009362567,0.058549364,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,487555200,4,1048,0
The Quiet Earth,6.8,0.002808989,0.00074568,0.057492174,0.001310861,0.004057428,0.000641026,0.002808989,0.002808989,0.002808989,498441600,6,336,0
Tampopo,8.0,0.063505062,0.000156015,0.049080183,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,987724800,4,1482,0
Creature,4.3,0.002106742,0.016637974,0.073928126,0.001404494,0.002106742,0.000961538,0.002106742,0.003160112,0.002106742,511574400,10,2482,1
Secret Admirer,6.6,0.063505062,0.003028455,0.052034563,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,487555200,4,345,0
"No Retreat, No Surrender",5.7,0.163158987,0.00163742,0.037788369,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,515376000,0,1542,0
D.A.R.Y.L.,6.3,0.143609551,0.002753844,0.041450695,0.07659176,0.143609551,0.065544872,0.239349251,0.269267907,0.143609551,487555200,7,1774,0
Mishima: A Life in Four Chapters,8.0,0.014044944,0.000200192,0.055486183,0.006554307,0.017166042,0.003205128,0.014044944,0.014044944,0.014044944,496022400,3,1480,0
A Chorus Line,6.2,0.075842697,0.004988293,0.05246369,0.035393258,0.109550562,0.017307692,0.075842697,0.075842697,0.075842697,503884800,6,1857,0
